id_transaksi,tanggal,nama_pelanggan,produk,kategori_produk,jumlah,harga_satuan,total_harga,diskon_persen,biaya_pengiriman,total_akhir,metode_pembayaran,kota,rating_pelanggan,status_pengiriman,channel_penjualan
946,2025-10-02,Tono,"Telur 1kg",Groceries,5,68770,343850,20,24452,299532,E-Wallet,Tangerang,4.6,Dikirim,Marketplace
947,2025-10-09,Sari,"Eyeliner Revlon",Kecantikan,2,143376,286752,5,37816,310230,Debit,Surabaya,4.2,Selesai,"Mobile App"
948,2025-10-04,Agus,"Headset Sony",Elektronik,1,6129920,6129920,5,39759,5863180,"Kartu Kredit",Surabaya,4.5,Selesai,"Mobile App"
949,2025-10-20,Budi,"Tas Kulit",Fashion,1,155824,155824,5,37568,185601,Debit,Bekasi,4.6,Selesai,"Mobile App"
950,2025-10-29,Yoga,"Kipas Angin Miyako",Elektronik,2,12146800,24293500,20,11006,19445800,"Kartu Kredit",Bekasi,4.5,Selesai,"Mobile App"
951,2025-10-17,Andi,"Shampo Pantene",Kecantikan,3,15037,45111,5,31648,74503.5,"Kartu Kredit",Bekasi,3.9,Selesai,"Mobile App"
952,2025-10-12,Farah,"Parfum Dior",Kecantikan,5,127468,637340,5,24659,630132,Debit,Bali,3.5,Selesai,Marketplace
953,2025-10-04,Tono,"Kaos Polos",Fashion,2,147147,294294,0,36362,330656,COD,Surabaya,3.9,Dikirim,"Mobile App"
954,2025-10-03,Nadia,"Masker Naturgo",Kecantikan,5,176988,884940,10,26843,823289,COD,Depok,4.2,Dikirim,"Mobile App"
955,2025-10-18,Nina,"Tepung Terigu 1kg",Groceries,2,277234,554468,10,17788,516809,E-Wallet,Medan,4,Dikirim,"Mobile App"
956,2025-10-10,Bayu,"Gula Pasir 1kg",Groceries,2,80485,160970,5,17545,170466,COD,Tangerang,3.5,Selesai,Marketplace
957,2025-10-21,Rifki,"iPhone 15",Elektronik,1,9254890,9254890,25,24933,6966100,E-Wallet,Tangerang,3.9,Selesai,Website
958,2025-10-02,Citra,"Kamera Canon EOS",Elektronik,3,5808060,17424200,0,14991,17439200,E-Wallet,Bekasi,4.7,Selesai,Website
959,2025-10-20,Nadia,"Lipstik Wardah",Kecantikan,1,259293,259293,0,18246,277539,Debit,Jakarta,4.3,Selesai,"Mobile App"
960,2025-10-21,Dewanto,"Susu UHT 1L",Groceries,2,145981,291962,10,36314,299080,Debit,Bekasi,3.6,Selesai,Website
961,2025-10-19,Citra,"Hair Dryer Philips",Kecantikan,2,186350,372700,5,44528,398593,Debit,Medan,5,Selesai,"Mobile App"
962,2025-10-14,Farah,"Topi Baseball",Fashion,1,230094,230094,0,35304,265398,Debit,Medan,4.7,Selesai,"Mobile App"
963,2025-10-24,Rifki,"Sabun Muka Garnier",Kecantikan,1,190204,190204,5,39829,220523,COD,Surabaya,3.7,Selesai,Website
964,2025-10-18,Rara,"Pasta Gigi",Groceries,1,115379,115379,25,12646,99180.2,Debit,Bali,3.7,Selesai,Marketplace
965,2025-10-13,Ridwan,"Celana Jeans",Fashion,3,180344,541032,5,40757,554737,E-Wallet,Depok,4.4,Selesai,Website
966,2025-10-21,Nadia,"Speaker JBL",Elektronik,3,9139800,27419400,20,13804,21949300,E-Wallet,Depok,4.4,Selesai,"Mobile App"
967,2025-10-05,Adit,"iPhone 15",Elektronik,1,8905200,8905200,10,49571,8064250,"Kartu Kredit",Bandung,4.7,Selesai,Marketplace
968,2025-10-05,Rahmat,"Lipstik Wardah",Kecantikan,1,18008,18008,15,26211,41517.8,E-Wallet,Jakarta,4.2,Pending,Website
969,2025-10-05,Putri,"Printer Canon",Elektronik,2,3643110,7286210,5,31417,6953320,E-Wallet,Jakarta,3.7,Selesai,"Mobile App"
970,2025-10-13,Hendra,"Kaos Polos",Fashion,3,208079,624237,10,48505,610318,COD,Bandung,4.6,Dikirim,Marketplace
971,2025-10-17,Fajar,"Bedak Maybelline",Kecantikan,2,222988,445976,0,31636,477612,Debit,Jakarta,4.3,Dikirim,Marketplace
972,2025-10-17,Vina,"Bedak Maybelline",Kecantikan,3,277563,832689,5,21056,812111,COD,Medan,4.3,Dikirim,"Mobile App"
973,2025-10-16,Rina,"Kamera Canon EOS",Elektronik,1,6601280,6601280,25,49400,5000360,"Kartu Kredit",Bandung,3.5,Dikirim,Website
974,2025-10-30,Bella,"Air Mineral 6L",Groceries,5,287319,1436600,5,36086,1400850,COD,Surabaya,3.5,Selesai,"Mobile App"
975,2025-10-15,Agus,"Tas Kulit",Fashion,5,135119,675595,25,48032,554728,E-Wallet,Surabaya,3.9,Selesai,Website
976,2025-10-09,Tono,"Masker Naturgo",Kecantikan,2,215518,431036,0,37314,468350,"Kartu Kredit",Bali,4.4,Selesai,"Mobile App"
977,2025-10-01,Nando,"Bedak Maybelline",Kecantikan,4,287132,1148530,20,33275,952097,E-Wallet,Medan,4,Dikirim,Marketplace
978,2025-10-29,Dina,"Printer Canon",Elektronik,3,2301020,6903050,0,41443,6944490,"Kartu Kredit",Bandung,4.5,Dikirim,Website
979,2025-10-18,Vina,"Kopi Bubuk 1kg",Groceries,4,20212,80848,15,18029,86749.8,Debit,Tangerang,3.9,Selesai,Website
980,2025-10-10,Sari,"Lipstik Wardah",Kecantikan,5,157273,786365,5,21954,769001,"Kartu Kredit",Bandung,3.6,Dikirim,"Mobile App"
981,2025-10-15,Yusuf,"Kipas Angin Miyako",Elektronik,5,10514000,52569900,0,35546,52605500,"Kartu Kredit",Medan,4.9,Selesai,Website
982,2025-10-07,Nando,"iPhone 15",Elektronik,3,3057310,9171930,5,17154,8730490,E-Wallet,Surabaya,4.5,Selesai,Website
983,2025-10-12,Wulan,"Air Mineral 6L",Groceries,4,199974,799896,0,30324,830220,"Kartu Kredit",Bekasi,4.3,Selesai,"Mobile App"
984,2025-10-01,Adit,"Blender Philips",Elektronik,3,4238820,12716500,5,20159,12100800,Debit,Bandung,3.7,Selesai,"Mobile App"
985,2025-10-07,Wulan,"Speaker JBL",Elektronik,4,4187590,16750300,10,43124,15118400,E-Wallet,Bandung,3.6,Selesai,"Mobile App"
986,2025-10-01,Tono,"Tas Kulit",Fashion,2,111153,222306,0,18852,241158,Debit,Bandung,4.9,Selesai,Website
987,2025-10-01,Nadia,"TV Samsung 43 Inch",Elektronik,5,3800290,19001500,0,48002,19049500,E-Wallet,Jakarta,3.8,Selesai,Website
988,2025-10-11,Hendra,"Lipstik Wardah",Kecantikan,5,236078,1180390,0,32078,1212470,COD,Jakarta,4.5,Selesai,"Mobile App"
989,2025-10-21,Fauzan,"Sabun Cuci",Groceries,4,279708,1118830,0,41363,1160200,COD,Tangerang,3.7,Selesai,Marketplace
990,2025-10-09,Siti,"Sepatu Nike Air",Fashion,5,167378,836890,25,31722,659390,COD,Surabaya,4.3,Selesai,"Mobile App"
991,2025-10-23,Asep,"Kipas Angin Miyako",Elektronik,1,6653100,6653100,0,10577,6663680,Debit,Depok,4.7,Selesai,"Mobile App"
992,2025-10-12,Rian,"Kemeja Putih",Fashion,5,251174,1255870,10,32361,1162640,Debit,Bekasi,4.1,Selesai,"Mobile App"
993,2025-10-26,Andi,"Tepung Terigu 1kg",Groceries,3,285779,857337,5,12883,827353,Debit,Medan,3.7,Selesai,Website
994,2025-10-31,Ridwan,"Kopi Bubuk 1kg",Groceries,3,253647,760941,0,27002,787943,COD,Tangerang,4.6,Selesai,"Mobile App"
995,2025-10-08,Vina,"Kamera Canon EOS",Elektronik,2,10725500,21450900,5,28599,20407000,Debit,Bekasi,4.9,Selesai,"Mobile App"
996,2025-10-10,Rian,"Bedak Maybelline",Kecantikan,3,169834,509502,5,23343,507370,Debit,Tangerang,4.9,Selesai,"Mobile App"
997,2025-10-27,Sari,"Laptop Asus",Elektronik,1,10231700,10231700,5,21762,9741840,Debit,Bekasi,4.8,Selesai,"Mobile App"
998,2025-10-08,Dewanto,"Shampo Pantene",Kecantikan,5,13437,67185,5,28912,92737.8,COD,Depok,3.7,Selesai,Website
999,2025-10-24,Nina,"Pasta Gigi",Groceries,1,135550,135550,0,39410,174960,E-Wallet,Bandung,4.4,Selesai,"Mobile App"
1000,2025-10-22,Siti,"Eyeliner Revlon",Kecantikan,2,202875,405750,0,25643,431393,E-Wallet,Depok,4.5,Dikirim,"Mobile App"
